@relation 'train_data_4-weka.filters.unsupervised.attribute.NumericToNominal-R1-7,11-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute id {718,852,7954,346818,385808,555839,558001,559886,566084,566774,572854,572979,573026,573365,573367,573396,573415,573566,573874,573880,573890,573920,573957,573968,573978,579274,587699,587713,587734,587766,587840,587844,587986,588037,588262,588292,588421,588435,588446,588477,588488,588492,588502,588510,588511,588514,588549,588593,588610,588622,588648,588691,588724,588746,588765,588802,588808,588854,588861,588865,588867,588879,588931,588934,588935,588953,589061,589109,589144,589150,589159,589209,589237,589310,589320,589349,589389,589472,589482,589501,589502,589509,589524,589540,589639,589645,589662,589663,589715,589718,589740,589743,589748,589797,589808,589810,589812,589821,589822,589827,589829,589844,589847,589861,589875,589879,589892,589895,589925,589926,589938,589941,590015,590026,590044,590079,590133,590196,590231,590255,590260,590269,590270,590292,590296,590327,590329,590338,590371,590372,590399,590452,590503,590512,590518,590519,590528,591749,591755,591766,591772,591775,591779,592018,592163,592190,592214,592255,592414,592438,592544,592682,592683,592690,592765,592893,592909,593078,593140,593204,593283,593511,593535,593618,593757,593811,593828,593829,593838,593844,593882,593888,593891,593903,593912,593928,593935,593938,593944,593948,593979,594006,594008,594047,594117,594144,594163,594201,594218,594291,594309,594313,594343,594369,594371,594375,594376,594393,594456,594581,594589,594600,594624,594650,594660,594661,595180,595188,595191,595213,595220,595222,595226,595235,595595,595601,595603,595606,595608,595634,595639,595726,595753,595767,595797,595851,595854,595855,595857,595867,595928,596038,596041,596043,596049,596052,596060,596062,596069,596088,596097,596098,596122,596123,596267,596269,596275,596283,596290,596382,596387,596393,596398,596403,596405,596408,596410,596419,596429,596433,596436,596448,596524,596538,596542,596552,596555,596560,596563,596569,596592,596607,596609,596648,596734,596765,596789,596800,596830,596882,596887,596913,596965,596973,597039,597089,597096,597102,597187,597203,597207,597213,604335,605129,607245,607363,608116,608149,608188,608197,608213,608215,608228,608234,608237,608245,608248,608255,608944,608979,609005,609014,609017,609069,609111,609134,609318,609338,609600,609644,609692,610009,610041,610046,610050,610079,610087,610103,610215,610352,610355,610434,610462,610486,610627,610839,610867,610881,610924,610928,610945,610950,610952,610953,610966,611103,611156,611200,611209,611212,611266,611324,611325,611327,611357,611503,611550,611557,611571,611576,611580,611587,611718,611748,611817,611906,612022,612087,612089,612120,612121,612123,612124,612127,612232,612243,612246,612309,612420,612422,612427,612432,612577,612621,612627,612628,612655,612667,612672,612679,612683,612702,612707,612723,612734,612736,612739,612772,612790,612791,612885,612957,613011,613091,613096,613384,613385,613404,613414,613457,613459,613462,613467,613476,613518,613534,613553,613569,613812,613819,613851,613854,613961,614086,614154,614212,614213,614214,614215,614304,614305,614325,614334,614346,614359,614395,614532,614536,614548,614568,614577,614593,614660,614757,614775,614827,614829,614855,614981,615111,615125,615131,615152,615230,615231,615300,615430,615451,615471,615487,615635,615672,615767,615788,615796,615831,615840,615855,615868,616067,616113,616145,616185,616252,616332,616356,616380,616397,616427,616513,616515,616526,616527,616528,616548,616712,616714,616718,616735,616743,616769,617126,617127,617149,617154,617155,617157,617159,617165,617176,617189,617190,617250,617257,617267,617277,617278,617321,617329,617336,617351,617356,617372,617391,617392,617393,617485,617565,617600,617612,617699,617702,617706,617707,617708,617710,617712,617756,617807,617809,617813,617988,618013,618038,618096,618101,618111,618119,618156,618179,618187,618253,618287,618308,618352,618370,618380,618400,618415,618441,618516,618518,618528,618532,618533,618610,618612,618615,618625,618626,618734,618816,618944,618962,619126,619144,619227,619293,619444,619597,619619,619651,625695,625897,625912,625944,626107,626108,626126,626129,626279,626314,626350,626353,626377,626390,626503,626506,626514,626573,626598,626612,626697,626778,626876,626880,626911,626950,626986,626992,627004,627006,627008,627009,627016,627025,627027,627038,627089,627094,627338,627357,627393,627447,627482,627543,627548,627562,627594,627601,627626,627643,627764,627766,627797,627833,627857,627872,627886,627896,627903,628118,628125,628127,628128,628129,628133,628143,628144,628171,628178,628183,628250,628326,628375,628411,628594,628596,628715,628739,628791,628823,628824,628993,628995,628999,629000,629003,629068,629090,629157,629176,629335,629338,629410,629414,629427,629449,629461,629465,629493,629494,629498,629560,629580,629659,629752,629797,629845,629871,629873,629874,629949,629956,630044,630081,630094,630111,630112,630178,630414,630468,630478,630484,630504,630506,630519,630521,630553,630555,630556,630582,630765,630772,630887,630911,630935,631012,631030,631060,631109,631264,631292,631302,631325,631343,631359,631360,631436,631690,631787,631838,632370,636000,637578,637665,637666,637793,637829,637885,638253,638277,638389,638406,638409,638426,638432,638434,638436,638443,638444,638445,638614,638658,638747,638757,638821,638879,638985,638989,638997,639002,639004,639010,639056,639124,639128,639256,639363,639397,639413,639428,639469,639634,639642,639837,639859,639889,640214,640376,640871,640883,641095,641422,641972,642050}
@attribute type {0,1,2,3,4,5,6,7,8,9,10}
@attribute country {0,1,2,3}
@attribute releaseYear {0,1,2,3,4}
@attribute period {0,1,2}
@attribute is3D {0,1}
@attribute isIMAX {0,1}
@attribute dirBoxIndex numeric
@attribute starOneBoxIndex numeric
@attribute starTwoBoxIndex numeric
@attribute boxClass {0,1,2,3}

@data
629465,0,0,4,0,0,0,0.143738,0.100357,0.118804,2
589389,8,2,0,0,0,0,0.012113,0.376791,0.128307,1
631060,7,0,4,0,0,0,0.059583,0.007818,0.178448,0
612243,7,0,1,1,0,0,0.000956,0.001477,0.213238,0
614154,5,0,2,2,0,0,0.041125,0.006901,0.008801,1
629461,0,2,4,0,1,0,0.000825,0.01784,0.077146,0
612246,0,0,1,0,0,0,0.003265,0.026428,0.019157,0
617565,7,0,3,0,0,0,0.002571,0.000891,0.000927,0
615672,7,0,3,0,1,0,0.008878,0.005846,0.00366,1
629498,7,0,4,1,1,0,0.00467,0.001925,0.006643,1
596965,7,0,2,0,0,0,0.001354,0.190199,0.000385,0
629494,2,1,4,0,0,0,0.122247,0.448097,0.479396,2
596973,0,0,2,0,0,0,0.232365,0.689346,0.30511,2
629493,1,2,4,2,1,0,0.11731,0.131953,0.220965,1
594581,2,2,0,0,0,0,0.098158,0.044385,0.00585,1
627594,1,0,4,2,1,0,0.656233,0.308228,0.323521,2
594589,6,0,4,0,1,0,0.001018,0.000466,0.005292,0
614086,8,0,3,0,0,0,0.001016,0.001249,0.213238,0
592690,0,0,2,0,0,0,0.026992,0.000306,0.001473,0
608116,7,0,2,0,0,0,0.001282,0.004271,0.000346,0
589715,0,0,0,1,0,0,0.053155,0.015836,0.383722,0
592682,0,2,0,0,0,0,0.15622,0.187123,0.057637,0
589718,0,0,1,0,0,0,0.000598,0.000247,0.000247,0
592683,1,2,0,0,0,0,0.001282,0.05889,0.07623,0
611906,2,0,1,1,0,0,0.000626,0.069003,0.2762,0
627601,0,2,4,0,0,0,0.001068,0.542136,0.105147,0
596524,6,0,1,0,0,0,0.077042,0.008321,0.005268,1
627626,9,0,4,0,0,0,0.006407,0.002641,0.002641,1
631030,2,0,4,0,0,0,0.47391,0.230487,0.108153,2
629560,0,0,4,0,0,0,0.003938,0.115104,0.002095,1
589743,0,0,2,1,0,0,0.009754,0.448097,0.003037,1
589740,6,0,1,0,0,0,0.005461,0.151026,0.00139,1
596542,2,0,1,2,0,0,0.002421,0.072677,0.046952,0
596538,7,0,1,2,0,0,0.00129,0.000532,0.000532,0
627643,0,2,4,2,0,0,0.098158,0.069497,0.123271,2
589748,0,1,0,0,0,0,0.014079,0.702765,0.090761,1
631012,1,3,4,0,1,0,0.112801,0.020085,0.153507,2
594600,0,0,0,0,0,0,0.128919,0.002045,0.169805,1
596552,0,2,1,0,0,0,0.010973,0.702765,0.049877,1
596555,1,1,2,0,0,1,0.008917,0.057637,0.024835,1
592765,9,0,0,0,0,0,0.000776,0.000641,0.00032,0
594650,0,0,1,0,0,0,0.003047,0.187123,0.002845,0
630935,2,2,4,0,1,0,0.017833,0.007351,0.05477,1
594624,6,0,0,1,0,0,0.0158,0.005375,0.005522,1
596569,0,2,1,0,0,0,0.000503,0.000207,0.009002,0
619619,1,2,4,0,0,0,0.078065,0.067406,0.117263,1
615767,7,0,2,0,0,0,0.002436,0.005141,0.002063,0
596560,1,0,1,2,0,0,0.051113,0.207746,0.004957,1
596563,7,0,3,0,0,0,0.002299,0.046934,0.001706,0
610215,1,2,1,0,1,0,0.081367,0.266838,0.033617,2
629580,0,0,4,1,0,0,0.020358,0.008392,0.120487,1
589797,5,2,2,2,1,0,0.429687,0.689642,0.410257,3
615788,0,0,2,0,0,0,0.000689,0.000284,0.000284,0
589812,2,2,0,2,0,0,0.06675,0.396323,0.043906,2
589810,0,0,3,1,0,0,0.000742,0.44221,0.072642,0
596607,2,2,1,0,0,0,0.002254,0.434487,0.019086,0
589808,0,2,1,0,0,0,0.000864,0.225941,0.123271,0
594660,10,0,1,0,0,0,0.000457,0.000188,0.054808,0
615796,2,2,4,0,1,0,0.239256,0.546436,0.035521,1
594661,0,2,1,2,0,0,0.016542,0.007727,0.008979,1
589822,8,0,0,0,0,1,0.019939,0.395101,0.000353,0
596592,0,0,2,1,0,0,0.001306,0.068994,0.000538,0
589821,9,0,0,0,0,0,0.01589,0.00655,0.296742,1
619597,2,0,3,2,0,0,0.000373,0.000154,0.000154,0
608237,6,0,1,0,1,0,0.0158,0.005375,0.005292,1
629659,7,0,3,0,0,0,0.006494,0.258736,0.004454,1
594456,7,0,0,0,0,0,0.000298,0.000552,0.001118,0
596609,0,2,1,0,0,0,0.006733,0.276644,0.119421,1
608234,6,0,2,0,0,0,0.000563,0.001839,0.006216,0
617756,2,0,4,0,0,0,0.001181,0.000487,0.000562,0
608228,0,2,1,0,0,0,0.010485,0.057721,0.000482,0
613961,7,0,2,1,0,0,0.061602,0.012465,0.014219,1
608255,2,0,1,0,0,0,0.004871,0.006554,0.002852,1
608248,2,0,2,1,0,0,0.000349,0.004558,0.068604,0
608245,0,0,1,0,0,0,0.01459,0.089528,0.288026,1
615831,2,0,2,0,0,0,0.001151,0.000474,0.000474,0
627482,3,0,4,0,0,0,0.081982,0.558778,0.383024,2
615855,7,0,2,0,0,0,0.003451,0.001422,0.001422,1
587699,1,2,0,0,0,0,0.265029,0.072631,0.230487,2
612089,0,2,1,0,0,0,0.006526,0.119429,0.002681,0
612087,0,0,2,2,0,0,0.002285,0.083627,0.00455,0
630911,2,0,4,0,0,0,0.014939,0.390994,0.037264,1
608197,1,2,2,0,0,0,0.239256,0.069497,0.49957,2
596648,7,0,2,0,0,0,0.003721,0.000719,0.022524,0
615840,7,0,2,0,0,0,0.001138,0.001491,0.000469,0
615868,7,0,4,0,0,0,0.009774,0.013143,0.004465,1
630887,6,0,4,0,1,0,0.362695,0.160525,0.149508,2
608215,2,2,2,0,0,0,0.656233,0.065008,0.913911,1
608213,1,2,2,0,0,0,0.025826,0.037264,0.913911,1
619651,0,0,3,0,0,0,0.0044,0.00307,0.003754,1
617809,1,2,4,0,1,0,0.579027,0.468546,0.236439,2
589645,3,0,3,0,0,0,0.00145,0.005885,0.000598,0
587734,0,0,0,0,0,0,0.136217,0.169805,0.090761,1
617813,0,0,3,0,0,0,0.112073,0.50223,0.040393,2
610103,7,0,3,0,0,0,0.002043,0.001473,0.0008,0
589639,0,0,0,0,0,0,0.157947,0.076177,0.015208,0
592893,1,0,1,0,0,0,0.000794,0.000327,0.041538,0
604335,6,3,3,0,0,0,0.002761,0.001138,0.005293,0
589663,2,0,0,0,0,0,0.00328,0.000477,0.000306,1
589662,1,0,0,0,0,0,0.315931,0.05978,0.446952,2
608188,6,0,4,0,0,0,0.001526,0.013904,0.008292,0
587713,0,1,0,0,0,0,0.008471,0.376791,0.026642,1
627543,1,1,4,1,0,0,0.001166,0.000481,0.000481,0
610087,0,0,2,0,0,0,0.000449,0.000185,0.000185,0
627548,3,0,3,0,0,0,0.00108,0.207746,0.446952,0
617807,1,2,4,0,0,0,0.007943,0.225941,0.003274,1
587766,7,2,0,0,0,0,0.074189,0.099977,0.009196,1
629752,7,0,3,0,0,0,0.001245,0.000513,0.000661,0
627562,7,0,4,0,0,0,0.003309,0.001364,0.001364,0
610079,0,0,3,1,1,0,0.00262,0.299933,0.025829,0
612022,0,0,4,0,0,0,0.003721,0.00082,0.00162,0
610050,0,0,2,0,0,0,0.000656,0.001046,0.000802,0
596734,1,0,2,2,0,0,0.000343,0.045961,0.003379,0
608149,1,0,2,0,0,0,0.060603,0.189054,0.170988,2
631787,7,0,4,0,0,0,0.000605,0.082813,0.000249,0
596283,0,0,1,0,0,0,0.002571,0.00074,0.004488,0
618156,6,0,4,2,0,0,0.0034,0.012435,0.002622,0
626876,3,0,3,0,0,0,0.006162,0.00254,0.0042,1
594343,3,0,1,2,0,0,0.000323,0.49957,0.126849,0
596275,2,0,1,0,0,0,0.000521,0.007487,0.000215,0
558001,1,2,1,0,1,0,0.02683,0.04929,0.276644,1
596267,0,2,1,1,0,0,0.000528,0.028691,0.003234,0
596269,0,0,1,0,0,0,0.001672,0.146319,0.009336,0
628791,0,2,4,2,0,0,0.082184,0.250962,0.118804,1
613851,2,2,1,0,0,0,0.014756,0.055597,0.038682,1
628739,2,0,4,2,0,0,0.001579,0.089528,0.04284,0
613854,0,2,2,1,0,0,0.082184,0.074684,0.049104,2
594309,0,0,1,0,0,0,0.00557,0.115104,0.189054,1
559886,3,3,1,0,0,0,0.005341,0.046977,0.069003,0
594313,3,0,1,0,0,0,0.000436,0.138422,0.00018,0
618119,2,0,4,0,1,0,0.068414,0.390994,0.244642,2
590015,1,2,0,0,0,0,0.006995,0.013468,0.043906,1
588953,7,0,1,1,0,0,0.061602,0.119429,0.00979,1
588935,2,0,0,0,0,0,0.000953,0.000393,0.012618,0
640376,2,0,4,0,0,0,0.03443,0.238275,0.012947,1
588934,9,0,0,0,0,0,0.002744,0.041082,0.004013,0
588931,1,0,0,0,0,0,0.25257,0.003827,0.190365,1
613819,10,0,3,2,0,0,0.000704,0.016091,0.072547,0
590044,7,0,2,0,0,0,0.003798,0.018337,0.003203,0
613812,1,2,3,0,1,0,0.626593,0.383024,0.535848,2
607245,0,1,1,1,0,0,0.000341,0.077814,0.042212,0
590026,0,0,0,0,0,0,0.00223,0.005785,0.19371,0
594375,8,0,0,0,0,0,0.002787,0.026428,0.002994,0
626911,7,0,3,0,0,0,0.004632,0.006614,0.001907,1
618187,2,0,2,0,0,0,0.000481,0.000149,0.000149,0
611587,6,2,1,0,0,0,0.029583,0.118866,0.005934,1
594371,5,0,1,0,0,0,0.000466,0.000192,0.020018,0
594369,2,0,0,1,0,0,0.027656,0.00047,0.11881,0
631690,0,0,4,0,0,0,0.003921,0.200582,0.001231,0
590079,6,0,0,1,0,0,0.010647,0.008321,0.059251,1
618179,2,0,3,0,0,0,0.03443,0.075853,0.001251,0
594376,0,0,1,0,0,0,0.001829,0.053983,0.004345,0
628823,0,0,4,0,0,0,0.021913,0.315884,0.073247,1
628824,3,0,3,0,0,0,0.00079,0.007307,0.048764,0
626880,0,2,3,1,0,0,0.034597,0.069497,0.05831,2
596290,9,0,1,0,0,0,0.003798,0.048101,0.632915,0
594393,1,0,2,0,0,0,0.001228,0.003814,0.169805,0
588861,3,0,0,0,0,0,0.001198,0.000161,0.009773,0
611817,0,0,2,2,0,0,0.001551,0.02125,0.000639,0
596403,1,0,1,1,0,0,0.008961,0.265806,0.194581,1
594218,7,0,0,0,0,0,0.020728,0.003247,0.001483,1
596405,6,0,1,2,1,0,0.01251,0.009323,0.271618,1
616113,2,0,2,1,0,0,0.022128,0.15255,0.04301,1
596408,2,2,1,2,0,0,0.06675,0.66347,0.173036,1
588854,7,0,0,0,0,0,0.002503,0.001032,0.001032,1
596410,2,0,1,1,0,0,0.000323,0.000134,0.410637,0
589844,2,0,0,1,0,0,0.005133,0.002116,0.002116,1
589847,2,0,0,0,0,0,0.003265,0.018337,0.072702,0
579274,0,2,0,0,0,0,0.02683,0.207336,0.162839,1
592018,2,0,1,0,0,0,0.00275,0.420984,0.003711,0
596387,0,0,1,2,0,0,0.002585,0.03304,0.000948,0
618038,2,0,4,0,0,1,1,0.649931,0.323959,3
605129,1,1,1,0,0,0,0.137485,0.214856,0.041919,2
596393,0,0,1,0,0,0,0.000708,0.315884,0.079029,0
589827,0,2,0,0,0,0,0.036642,0.013468,0.218591,1
589829,6,0,0,0,0,0,0.017703,0.005375,0.007298,0
596398,2,0,1,2,0,0,0.165769,0.006833,0.021117,1
617988,1,2,3,0,1,0,0.077805,0.265806,0.558778,2
589875,0,0,0,0,0,0,0.001728,0.000712,0.019187,0
637665,0,0,4,0,0,0,0.139939,0.542136,0.045049,2
637666,7,0,4,0,0,0,0.002742,0.000841,0.0008,0
589879,2,2,0,1,0,0,0.029073,0.184746,0.037533,1
596382,0,0,1,1,0,0,0.000912,0.000524,0.11881,0
594201,3,0,1,0,0,0,0.021049,0.000264,0.000264,0
588808,0,3,0,0,0,0,0.002529,0.000356,0.002551,0
616067,7,0,3,0,0,0,0.002193,0.069003,0.000904,0
626697,1,2,3,0,0,0,0.169868,0.323521,0.170988,2
588802,0,0,0,0,0,0,0.02309,0.042508,0.557675,0
618013,1,2,3,0,1,0,0.096692,0.535848,0.032842,2
589861,0,2,1,2,0,0,0.077133,0.182111,0.380854,2
637578,2,0,4,1,0,1,0.193802,0.420984,0.081594,2
616185,7,0,4,0,0,0,0.006531,0.001244,0.107533,0
611748,0,2,1,0,0,0,0.00067,0.000221,0.13062,0
618101,0,0,3,0,0,0,0.002193,0.000904,0.001346,0
596448,6,0,1,2,0,0,0.124341,0.024515,0.023245,2
